district,mean_articles_per_month,median_articles_per_month,n_months_observed,total_articles
"Central Irrigated Schemes, Al Kamlin, Aj Jazirah, Sudan",0.020833333333333332,0.0,48,1.0
"Megale, Zone 2, Afar, Ethiopia",0.020833333333333332,0.0,48,1.0
"Zala Anbesa town, East Tigray, Tigray, Ethiopia",0.020833333333333332,0.0,48,1.0
"Aba 'Ala, Zone 2, Afar, Ethiopia",0.020833333333333332,0.0,48,1.0
"Zala Anbesa town, Eastern, Tigray, Ethiopia",0.020833333333333332,0.0,48,1.0
"Zata, South Tigray, Tigray, Ethiopia",0.0,0.0,48,0.0
"Abaala, Kilbati /Zone2, Afar, Ethiopia",0.0,0.0,48,0.0
"Abaala, Kilbati, Afar, Ethiopia",0.0,0.0,48,0.0
"Abderafi Town, West Gondar, Amhara, Ethiopia",0.0,0.0,48,0.0
"Yirgalem Town Adm., Sidama, SNNPR, Ethiopia",0.0,0.0,48,0.0
"Yirgalem town, Sidama, Sidama, Ethiopia",0.0,0.0,48,0.0
"Adadle, Shabelle, Somali, Ethiopia",0.0,0.0,48,0.0
"Adadle, Shebelle, Somali, Ethiopia",0.0,0.0,48,0.0
"Zata, Southern, Tigray, Ethiopia",0.0,0.0,48,0.0
"Zege town, Bahir Dar, Amhara, Ethiopia",0.0,0.0,48,0.0
"Zequala, Wag Hamra, Amhara, Ethiopia",0.0,0.0,48,0.0
"Zequala, Wag Himra, Amhara, Ethiopia",0.0,0.0,48,0.0
"Zigem town, Awi, Amhara, Ethiopia",0.0,0.0,48,0.0
"Zigem, Awi, Amhara, Ethiopia",0.0,0.0,48,0.0
"Menjiwo, Keffa, SNNPR, Ethiopia",0.0,0.0,48,0.0
"Menze Lalo Midir, North Shewa (AM), Amhara, Ethiopia",0.0,0.0,48,0.0
"Merawi Town, West Gojam, Amhara, Ethiopia",0.0,0.0,48,0.0
"Merawi town, North Gojam, Amhara, Ethiopia",0.0,0.0,48,0.0
"Merawi town, West Gojam, Amhara, Ethiopia",0.0,0.0,48,0.0
"Mersa Town, North Wollo, Amhara, Ethiopia",0.0,0.0,48,0.0
"Mersa town, North Wello, Amhara, Ethiopia",0.0,0.0,48,0.0
"Western Wadi Cultivation, Kas, South Darfur, Sudan",0.0,0.0,3,0.0
"Woldiya Town, North Wollo, Amhara, Ethiopia",0.0,0.0,48,0.0
"Woldiya town, North Wello, Amhara, Ethiopia",0.0,0.0,48,0.0
"Eastern Pastoral Zone, Saka, Balambala, Garissa, Kenya",0.0,0.0,48,0.0
"Eastern Arid Plateaus, Karuzi, Burundi",0.0,0.0,17,0.0
"Elwayne, Nogob, Somali, Ethiopia",0.0,0.0,48,0.0
"Emba Sieneti, Central Tigray, Tigray, Ethiopia",0.0,0.0,48,0.0
"Emba Sieneti, Central, Tigray, Ethiopia",0.0,0.0,48,0.0
"Sofia River basin: tobacco, onion, fishing, Antsohihy, Sofia, Madagascar",0.0,0.0,21,0.0
"Sofia River basin: tobacco, onion, fishing, Boriziny-Vaovao, Sofia, Madagascar",0.0,0.0,21,0.0
"Duguna Fango, Wolayita, SNNPR, Ethiopia",0.0,0.0,15,0.0
"Adi Daero, Northwest Tigray, Tigray, Ethiopia",0.0,0.0,48,0.0
"Adi Hageray, North Western, Tigray, Ethiopia",0.0,0.0,48,0.0
"Adi Hageray, Northwest Tigray, Tigray, Ethiopia",0.0,0.0,48,0.0
"Adigrat Town, East Tigray, Tigray, Ethiopia",0.0,0.0,48,0.0
"Mersa town, North Wollo, Amhara, Ethiopia",0.0,0.0,48,0.0
"Endabaguna town, Northwest Tigray, Tigray, Ethiopia",0.0,0.0,48,0.0
"Endafelasi, Central Tigray, Tigray, Ethiopia",0.0,0.0,48,0.0
"Eastern Rainfed Cereals and Market Gardening, Abdi, Ouaddai, Chad",0.0,0.0,47,0.0
"Eastern Rainfed Cereals and Market Gardening, Kimiti, Sila, Chad",0.0,0.0,21,0.0
"Eastern Rainfed Cereals and Market Gardening, Kobe, Wadi Fira, Chad",0.0,0.0,7,0.0
"Eastern Rainfed Cereals and Market Gardening, Ouara, Ouaddai, Chad",0.0,0.0,47,0.0
"Edaga Hamus town, East Tigray, Tigray, Ethiopia",0.0,0.0,48,0.0
"Edaga Hamus town, Eastern, Tigray, Ethiopia",0.0,0.0,48,0.0
"Wonosho, Sidama, SNNPR, Ethiopia",0.0,0.0,48,0.0
"Wonosho, Sidama, Sidama, Ethiopia",0.0,0.0,48,0.0
"Abi Adi Town, Central Tigray, Tigray, Ethiopia",0.0,0.0,48,0.0
"Abi Adi town, Central Tigray, Tigray, Ethiopia",0.0,0.0,48,0.0
"Abi Adi town, Central, Tigray, Ethiopia",0.0,0.0,48,0.0
"Abida, Gabi, Afar, Ethiopia",0.0,0.0,48,0.0
"Adar, Awsi /Zone 1, Afar, Ethiopia",0.0,0.0,48,0.0
"Endabaguna town, North Western, Tigray, Ethiopia",0.0,0.0,48,0.0
"Adete Town, West Gojam, Amhara, Ethiopia",0.0,0.0,48,0.0
"Adete town, North Gojam, Amhara, Ethiopia",0.0,0.0,48,0.0
"Adete town, West Gojam, Amhara, Ethiopia",0.0,0.0,48,0.0
"Adhaki, Mekele Special, Tigray, Ethiopia",0.0,0.0,48,0.0
"Adi Daero, North Western, Tigray, Ethiopia",0.0,0.0,48,0.0
"Woldiya town, North Wollo, Amhara, Ethiopia",0.0,0.0,48,0.0
"Wondo-Genet Town, Sidama, SNNPR, Ethiopia",0.0,0.0,48,0.0
"Wondo-Genet town, Sidama, Sidama, Ethiopia",0.0,0.0,48,0.0
"Central plateau cereals and market gardening, Zoundweogo, Centre-Sud, Burkina Faso",0.0,0.0,48,0.0
"Gulina, Fanti /Zone 4, Afar, Ethiopia",0.0,0.0,48,0.0
"Gulina, Fanti, Afar, Ethiopia",0.0,0.0,48,0.0
"Gulina, Zone 4, Afar, Ethiopia",0.0,0.0,48,0.0
"Guna Begemider, South Gondar, Amhara, Ethiopia",0.0,0.0,48,0.0
"Gunagado, Jarar, Somali, Ethiopia",0.0,0.0,48,0.0
"Gundwoin town, East Gojam, Amhara, Ethiopia",0.0,0.0,48,0.0
"Gununo Hamus town, Wolayita, SNNPR, Ethiopia",0.0,0.0,15,0.0
"Southern Staple and Cash Crops, Ngourkoussou, Logone Occidental, Chad",0.0,0.0,11,0.0
"Southern Staple and Cash Crops, Tandjile-Est, Tandjile, Chad",0.0,0.0,22,0.0
"Southern Staple and Cash Crops, Tandjile-Ouest, Tandjile, Chad",0.0,0.0,22,0.0
"Southwest Rice, Kabbia, Mayo-Kebbi Est, Chad",0.0,0.0,4,0.0
"Southwest Rice, Tandjile-Centre, Tandjile, Chad",0.0,0.0,22,0.0
"Southwest Rice, Tandjile-Est, Tandjile, Chad",0.0,0.0,22,0.0
"Southwest Rice, Tandjile-Ouest, Tandjile, Chad",0.0,0.0,22,0.0
"Chagni Town, Awi, Amhara, Ethiopia",0.0,0.0,48,0.0
"Goljano, Fafan, Somali, Ethiopia",0.0,0.0,48,0.0
"Gombora, Hadiya, Central Ethiopia, Ethiopia",0.0,0.0,33,0.0
"Gombora, Hadiya, SNNPR, Ethiopia",0.0,0.0,33,0.0
"Goncha Siso Enebse, East Gojam, Amhara, Ethiopia",0.0,0.0,48,0.0
"Gonder City Adm., Central Gondar, Amhara, Ethiopia",0.0,0.0,48,0.0
"Gonder town, Central Gondar, Amhara, Ethiopia",0.0,0.0,48,0.0
"Southern Staple and Cash Crops, Mayo-Dallah, Mayo-Kebbi Ouest, Chad",0.0,0.0,9,0.0
"Southern Staple and Cash Crops, Mont Illi, Mayo-Kebbi Est, Chad",0.0,0.0,6,0.0
"Central plateau cereals and market gardening, Zondoma, Nord, Burkina Faso",0.0,0.0,48,0.0
"Churso, Gedeo, South Ethiopia, Ethiopia",0.0,0.0,16,0.0
"Rainfed Millet and Sorghum Belt, Gazaoua, Maradi, Niger",0.0,0.0,48,0.0
"Godere, Majang, Gambela, Ethiopia",0.0,0.0,2,0.0
"Godey City, Shebelle, Somali, Ethiopia",0.0,0.0,48,0.0
"Godey town, Shabelle, Somali, Ethiopia",0.0,0.0,48,0.0
"Godey town, Shebelle, Somali, Ethiopia",0.0,0.0,48,0.0
"Goglo, Korahe, Somali, Ethiopia",0.0,0.0,48,0.0
"Tana Riverine Zone, Kipini West, Garsen, Tana River, Kenya",0.0,0.0,48,0.0
"Tanqua Melashe, Central Tigray, Tigray, Ethiopia",0.0,0.0,48,0.0
"Tanqua Melashe, Central, Tigray, Ethiopia",0.0,0.0,48,0.0
"Tebela Town, Wolayita, SNNPR, Ethiopia",0.0,0.0,15,0.0
"Tebela town, Wolayita, SNNPR, Ethiopia",0.0,0.0,15,0.0
"Tebela town, Wolayita, South Ethiopia, Ethiopia",0.0,0.0,15,0.0
"Telalak, Zone 5, Afar, Ethiopia",0.0,0.0,48,0.0
"Telalek, Hari /Zone 5, Afar, Ethiopia",0.0,0.0,48,0.0
"Hadhagala, Sitti, Somali, Ethiopia",0.0,0.0,48,0.0
"Hadnet Sub City, Mekele, Tigray, Ethiopia",0.0,0.0,48,0.0
"Hadnet, Mekele Special, Tigray, Ethiopia",0.0,0.0,48,0.0
"Hagere Selam town, South Eastern, Tigray, Ethiopia",0.0,0.0,48,0.0
"Hagere Selam town, Southeast Tigray, Tigray, Ethiopia",0.0,0.0,48,0.0
"Hahayle, Central Tigray, Tigray, Ethiopia",0.0,0.0,48,0.0
"Hahayle, Central, Tigray, Ethiopia",0.0,0.0,48,0.0
"Tana Riverine Zone, Garsen North, Garsen, Tana River, Kenya",0.0,0.0,48,0.0
"Not Zoned, Al Burgaig, Northern, Sudan",0.0,0.0,48,0.0
"Not Zoned, Al Golid, Northern, Sudan",0.0,0.0,48,0.0
"Not Zoned, Halfa, Northern, Sudan",0.0,0.0,48,0.0
"Not Zoned, Merwoe, Northern, Sudan",0.0,0.0,48,0.0
"Oda Bilidigilu, Asosa, Benishangul Gumuz, Ethiopia",0.0,0.0,40,0.0
"Ofa, Wolayita, SNNPR, Ethiopia",0.0,0.0,15,0.0
"Ofa, Wolayita, South Ethiopia, Ethiopia",0.0,0.0,15,0.0
"Hadhagala, Siti, Somali, Ethiopia",0.0,0.0,48,0.0
"Gununo Hamus town, Wolayita, South Ethiopia, Ethiopia",0.0,0.0,15,0.0
"Gununo Town, Wolayita, SNNPR, Ethiopia",0.0,0.0,15,0.0
"Guradamole, Liban, Somali, Ethiopia",0.0,0.0,48,0.0
"Central Sorghum and Millet, Koulikoro, Koulikoro, Mali",0.0,0.0,47,0.0
"TIKAR PLAIN: maize, irrigated rice, robusta coffee, fishing, livestock, Noun, West, Cameroon",0.0,0.0,48,0.0
"Not Zoned (Desert), Iferouane, Agadez, Niger",0.0,0.0,48,0.0
"Not Zoned (Desert), Ingall, Agadez, Niger",0.0,0.0,48,0.0
"Not Zoned, Ad Dabbah, Northern, Sudan",0.0,0.0,48,0.0
"Churso, Gedeo, SNNPR, Ethiopia",0.0,0.0,16,0.0
"Tepi, Sheka, SNNPR, Ethiopia",0.0,0.0,30,0.0
"Tepi, Sheka, South West Ethiopia, Ethiopia",0.0,0.0,30,0.0
"Tercha Town, Dawro, SNNPR, Ethiopia",0.0,0.0,3,0.0
"Tercha Zuriya, Dawro, SNNPR, Ethiopia",0.0,0.0,3,0.0
"Tercha Zuriya, Dawro, South West Ethiopia, Ethiopia",0.0,0.0,3,0.0
"Central Agropastoral, Batha-Est, Batha, Chad",0.0,0.0,48,0.0
"Central Agropastoral, Batha-Ouest, Batha, Chad",0.0,0.0,48,0.0
"Southern Staple and Cash Crops, Lac Wey, Logone Occidental, Chad",0.0,0.0,40,0.0
"Southern Staple and Cash Crops, Lac-Lere, Mayo-Kebbi Ouest, Chad",0.0,0.0,38,0.0
"Chila, Central Tigray, Tigray, Ethiopia",0.0,0.0,48,0.0
"Chila, Central, Tigray, Ethiopia",0.0,0.0,48,0.0
"Chire, Sidama, SNNPR, Ethiopia",0.0,0.0,48,0.0
"Chire, Sidama, Sidama, Ethiopia",0.0,0.0,48,0.0
"Chirone, Sidama, SNNPR, Ethiopia",0.0,0.0,48,0.0
"Chirone, Sidama, Sidama, Ethiopia",0.0,0.0,48,0.0
"Rape, Gedeo, SNNPR, Ethiopia",0.0,0.0,16,0.0
"Rape, Gedeo, South Ethiopia, Ethiopia",0.0,0.0,16,0.0
"Gilgel Beles town, Metekel, Benishangul Gumuz, Ethiopia",0.0,0.0,38,0.0
"Southern Staple and Cash Crops, Kabbia, Mayo-Kebbi Est, Chad",0.0,0.0,4,0.0
"Southern Staple and Cash Crops, La Nya Pende, Logone Oriental, Chad",0.0,0.0,21,0.0
"Southern Staple and Cash Crops, La Nya, Logone Oriental, Chad",0.0,0.0,12,0.0
"Southern Staple and Cash Crops, La Pende, Logone Oriental, Chad",0.0,0.0,2,0.0
"Southern Staple and Cash Crops, Lac Iro, Moyen-Chari, Chad",0.0,0.0,37,0.0
"Telalek, Khari, Afar, Ethiopia",0.0,0.0,48,0.0
"Telemt, North Gondar, Amhara, Ethiopia",0.0,0.0,48,0.0
"Tepi Town, Sheka, SNNPR, Ethiopia",0.0,0.0,30,0.0
"Southern Staple and Cash Crops, Grande Sido, Moyen-Chari, Chad",0.0,0.0,1,0.0
"Gorche, Sidama, SNNPR, Ethiopia",0.0,0.0,48,0.0
"Gorche, Sidama, Sidama, Ethiopia",0.0,0.0,48,0.0
"Rama, Central Tigray, Tigray, Ethiopia",0.0,0.0,48,0.0
"Rama, Central, Tigray, Ethiopia",0.0,0.0,48,0.0
"Gewata, Keffa, South West Ethiopia, Ethiopia",0.0,0.0,48,0.0
"Gibe, Hadiya, Central Ethiopia, Ethiopia",0.0,0.0,33,0.0
"Gibe, Hadiya, SNNPR, Ethiopia",0.0,0.0,33,0.0
"Southern Irrigated Cash Crops, Ville de Maradi, Maradi, Niger",0.0,0.0,48,0.0
"Southern Pastoral Zone, Kuria East, Migori, Kenya",0.0,0.0,48,0.0
"Southern Pastoral Zone, Narok East, Narok, Kenya",0.0,0.0,48,0.0
"Southern Pastoral Zone, Narok North, Narok, Kenya",0.0,0.0,48,0.0
"Southern Pastoral Zone, Narok West, Narok, Kenya",0.0,0.0,48,0.0
"Gesha, Keffa, SNNPR, Ethiopia",0.0,0.0,48,0.0
"Gesha, Keffa, South West Ethiopia, Ethiopia",0.0,0.0,48,0.0
"Gesuba Town, Wolayita, SNNPR, Ethiopia",0.0,0.0,15,0.0
"Southern Semiarid Cereals and Cattle, Homoine, Inhambane, Mozambique",0.0,0.0,48,0.0
"Southern Semiarid Cereals and Cattle, Inharrime, Inhambane, Mozambique",0.0,0.0,48,0.0
"Southern Staple and Cash Crops, Dodje, Logone Occidental, Chad",0.0,0.0,5,0.0
"Gesuba town, Wolayita, South Ethiopia, Ethiopia",0.0,0.0,15,0.0
"Gewata, Keffa, SNNPR, Ethiopia",0.0,0.0,48,0.0
"Central Agropastoral, Djourf Al-Ahmar, Sila, Chad",0.0,0.0,21,0.0
"Central Agropastoral, Wayi, Lac, Chad",0.0,0.0,37,0.0
"Tercha town, Dawro, South West Ethiopia, Ethiopia",0.0,0.0,3,0.0
"Geraleta, East Tigray, Tigray, Ethiopia",0.0,0.0,48,0.0
"Geraleta, Eastern, Tigray, Ethiopia",0.0,0.0,48,0.0
"Gerani, Awsi /Zone 1, Afar, Ethiopia",0.0,0.0,48,0.0
"Gerani, Mahi, Afar, Ethiopia",0.0,0.0,48,0.0
"Gesa town, Dawro, South West Ethiopia, Ethiopia",0.0,0.0,3,0.0
"Hawasa town, Sidama, Sidama, Ethiopia",0.0,0.0,48,0.0
"Hawassa Zuria, Sidama, SNNPR, Ethiopia",0.0,0.0,48,0.0
"Hawassa Zuria, Sidama, Sidama, Ethiopia",0.0,0.0,48,0.0
"Northwestern Tobacco and Maize, Majune, Niassa, Mozambique",0.0,0.0,48,0.0
"Northwestern Tobacco and Maize, Marrupa, Niassa, Mozambique",0.0,0.0,48,0.0
"Northwestern Tobacco and Maize, Ngauma, Niassa, Mozambique",0.0,0.0,48,0.0
"Northwestern Tobacco and Maize, Sanga, Niassa, Mozambique",0.0,0.0,48,0.0
"Not Zoned (Desert), Aderbissinat, Agadez, Niger",0.0,0.0,48,0.0
"Transhumance, Batha-Ouest, Batha, Chad",0.0,0.0,48,0.0
"Transhumance, Kanem, Kanem, Chad",0.0,0.0,29,0.0
"Transhumance, Kobe, Wadi Fira, Chad",0.0,0.0,7,0.0
"Transhumance, Nord-Kanem, Kanem, Chad",0.0,0.0,29,0.0
"Transhumant and Nomad Pastoralism, Aderbissinat, Agadez, Niger",0.0,0.0,48,0.0
"Transhumant and Nomad Pastoralism, Bermo, Maradi, Niger",0.0,0.0,48,0.0
"Transhumant and Nomad Pastoralism, Ingall, Agadez, Niger",0.0,0.0,48,0.0
"Tsaeda Emba, East Tigray, Tigray, Ethiopia",0.0,0.0,48,0.0
"Haroreys, Fafan, Somali, Ethiopia",0.0,0.0,48,0.0
"Hawasa Town, Sidama, SNNPR, Ethiopia",0.0,0.0,48,0.0
"Toamasina: cloves, coffee, trade, Vavatenina, Analanjirofo, Madagascar",0.0,0.0,46,0.0
"Transhumance, Batha-Est, Batha, Chad",0.0,0.0,48,0.0
"Southern Highlands, Mwaro, Burundi",0.0,0.0,15,0.0
"Southern Intermediate Mixed Cropping, Govuro, Inhambane, Mozambique",0.0,0.0,48,0.0
"Southern Irrigated Cash Crops, Gazaoua, Maradi, Niger",0.0,0.0,48,0.0
"Gesuba town, Wolayita, SNNPR, Ethiopia",0.0,0.0,15,0.0
"Toamasina: cloves, coffee, trade, Nosy-Boraha, Analanjirofo, Madagascar",0.0,0.0,46,0.0
"Hamusit town, South Gondar, Amhara, Ethiopia",0.0,0.0,48,0.0
"Hanruka, Gabi /Zone 3, Afar, Ethiopia",0.0,0.0,48,0.0
"Hanruka, Gabi, Afar, Ethiopia",0.0,0.0,48,0.0
"Hara town, North Wollo, Amhara, Ethiopia",0.0,0.0,48,0.0
"Hararey, Nogob, Somali, Ethiopia",0.0,0.0,48,0.0
"Harawo, Fafan, Somali, Ethiopia",0.0,0.0,48,0.0
"Harbu town, South Wollo, Amhara, Ethiopia",0.0,0.0,48,0.0
"Gishe Rabel, North Shewa (AM), Amhara, Ethiopia",0.0,0.0,48,0.0
"Raya Azebo, South Tigray, Tigray, Ethiopia",0.0,0.0,48,0.0
"Raya Azebo, Southern, Tigray, Ethiopia",0.0,0.0,48,0.0
"Teticha, Sidama, SNNPR, Ethiopia",0.0,0.0,48,0.0
"Teticha, Sidama, Sidama, Ethiopia",0.0,0.0,48,0.0
"Tilili town, Awi, Amhara, Ethiopia",0.0,0.0,48,0.0
"Tis Abay town, Bahir Dar, Amhara, Ethiopia",0.0,0.0,48,0.0
"Toamasina: cloves, coffee, trade, Fenerive-Est, Analanjirofo, Madagascar",0.0,0.0,46,0.0
"Gena, Dawro, SNNPR, Ethiopia",0.0,0.0,3,0.0
"Gena, Dawro, South West Ethiopia, Ethiopia",0.0,0.0,3,0.0
"Daella, Sidama, SNNPR, Ethiopia",0.0,0.0,48,0.0
"Daella, Sidama, Sidama, Ethiopia",0.0,0.0,48,0.0
"Dalefage, Hari /Zone 5, Afar, Ethiopia",0.0,0.0,48,0.0
"Dalefage, Khari, Afar, Ethiopia",0.0,0.0,48,0.0
"Dalifage, Zone 5, Afar, Ethiopia",0.0,0.0,48,0.0
"Cropping and Herding with High Work Outmigration, Ingall, Agadez, Niger",0.0,0.0,48,0.0
"Gedeb Town, Gedeo, SNNPR, Ethiopia",0.0,0.0,16,0.0
"Gedeb town, Gedeo, SNNPR, Ethiopia",0.0,0.0,16,0.0
"Gedeb town, Gedeo, South Ethiopia, Ethiopia",0.0,0.0,16,0.0
"Gedeb, Gedeo, SNNPR, Ethiopia",0.0,0.0,16,0.0
"Gedeb, Gedeo, South Ethiopia, Ethiopia",0.0,0.0,16,0.0
"Gelalu, Gabi /Zone 3, Afar, Ethiopia",0.0,0.0,48,0.0
"Gelalu, Gabi, Afar, Ethiopia",0.0,0.0,48,0.0
"Gelealo, Zone 3, Afar, Ethiopia",0.0,0.0,48,0.0
"Tsaeda Emba, Eastern, Tigray, Ethiopia",0.0,0.0,48,0.0
"Tsagbeji, Wag Hamra, Amhara, Ethiopia",0.0,0.0,48,0.0
"Tsagbeji, Wag Himra, Amhara, Ethiopia",0.0,0.0,48,0.0
"Tsimbla, North Western, Tigray, Ethiopia",0.0,0.0,48,0.0
"Saesie, East Tigray, Tigray, Ethiopia",0.0,0.0,48,0.0
"Gashena town, North Wollo, Amhara, Ethiopia",0.0,0.0,48,0.0
"Gazo, North Wello, Amhara, Ethiopia",0.0,0.0,48,0.0
"Gazo, North Wollo, Amhara, Ethiopia",0.0,0.0,48,0.0
"Hawela, Sidama, SNNPR, Ethiopia",0.0,0.0,48,0.0
"Hawela, Sidama, Sidama, Ethiopia",0.0,0.0,48,0.0
"Hawelti Sub City, Mekele, Tigray, Ethiopia",0.0,0.0,48,0.0
"Hawelti, Mekele Special, Tigray, Ethiopia",0.0,0.0,48,0.0
"Northern Riverine Small-scale Cultivation, Al Buhaira, River Nile, Sudan",0.0,0.0,48,0.0
"Northern Riverine Small-scale Cultivation, Al Burgaig, Northern, Sudan",0.0,0.0,48,0.0
"Northern Riverine Small-scale Cultivation, Merwoe, Northern, Sudan",0.0,0.0,48,0.0
"Northwestern Cropping and Cross-border Trade, Ngauma, Niassa, Mozambique",0.0,0.0,48,0.0
"Tulu Awila, South Wollo, Amhara, Ethiopia",0.0,0.0,48,0.0
"Undulu, Asosa, Benishangul Gumuz, Ethiopia",0.0,0.0,40,0.0
"Ura, Asosa, Benishangul Gumuz, Ethiopia",0.0,0.0,40,0.0
"Horshagah, Nogob, Somali, Ethiopia",0.0,0.0,48,0.0
"Hosaena Town, Hadiya, SNNPR, Ethiopia",0.0,0.0,33,0.0
"Hosaena town, Hadiya, Central Ethiopia, Ethiopia",0.0,0.0,33,0.0
"Hosaena town, Hadiya, SNNPR, Ethiopia",0.0,0.0,33,0.0
"Humid Plateaus, Karuzi, Burundi",0.0,0.0,17,0.0
"Hokko, Sidama, Sidama, Ethiopia",0.0,0.0,48,0.0
"Northern Pastoral Zone, Tigania East, Meru, Kenya",0.0,0.0,48,0.0
"Bursa, Sidama, Sidama, Ethiopia",0.0,0.0,48,0.0
"Bule, Gedeo, SNNPR, Ethiopia",0.0,0.0,16,0.0
"Tula Town, Sidama, SNNPR, Ethiopia",0.0,0.0,48,0.0
"Tulefa town, North Shewa (AM), Amhara, Ethiopia",0.0,0.0,48,0.0
"Tuliguled, Fafan, Somali, Ethiopia",0.0,0.0,48,0.0
"Tullo, Keffa, South West Ethiopia, Ethiopia",0.0,0.0,48,0.0
"Bure, West Gojam, Amhara, Ethiopia",0.0,0.0,48,0.0
"Burqod, Jarar, Somali, Ethiopia",0.0,0.0,48,0.0
"Bursa, Sidama, SNNPR, Ethiopia",0.0,0.0,48,0.0
"Hike town, South Wello, Amhara, Ethiopia",0.0,0.0,48,0.0
"Hike town, South Wollo, Amhara, Ethiopia",0.0,0.0,48,0.0
"Hintalo, South Eastern, Tigray, Ethiopia",0.0,0.0,48,0.0
"Hintalo, Southeast Tigray, Tigray, Ethiopia",0.0,0.0,48,0.0
"Hokko, Sidama, SNNPR, Ethiopia",0.0,0.0,48,0.0
"Tsimbla, Northwest Tigray, Tigray, Ethiopia",0.0,0.0,48,0.0
"Bule, Gedeo, South Ethiopia, Ethiopia",0.0,0.0,16,0.0
"Bulen, Metekel, Benishangul Gumuz, Ethiopia",0.0,0.0,38,0.0
"Bura, Sidama, SNNPR, Ethiopia",0.0,0.0,48,0.0
"Bura, Sidama, Sidama, Ethiopia",0.0,0.0,48,0.0
"Bure (AM), West Gojam, Amhara, Ethiopia",0.0,0.0,48,0.0
"Bure Town, West Gojam, Amhara, Ethiopia",0.0,0.0,48,0.0
"Bure town, West Gojam, Amhara, Ethiopia",0.0,0.0,48,0.0
"Bokolmayo, Liban, Somali, Ethiopia",0.0,0.0,48,0.0
"Boloso Bombe, Wolayita, SNNPR, Ethiopia",0.0,0.0,15,0.0
"Boloso Bombe, Wolayita, South Ethiopia, Ethiopia",0.0,0.0,15,0.0
"Saharti, Southeast Tigray, Tigray, Ethiopia",0.0,0.0,48,0.0
"Sahila, Wag Hamra, Amhara, Ethiopia",0.0,0.0,48,0.0
"Sahila, Wag Himra, Amhara, Ethiopia",0.0,0.0,48,0.0
"Salahad, Nogob, Somali, Ethiopia",0.0,0.0,48,0.0
"Samera Logiya town, Awsi /Zone 1, Afar, Ethiopia",0.0,0.0,48,0.0
"Boditi Town, Wolayita, SNNPR, Ethiopia",0.0,0.0,15,0.0
"Boditi town, Wolayita, SNNPR, Ethiopia",0.0,0.0,15,0.0
"Boditi town, Wolayita, South Ethiopia, Ethiopia",0.0,0.0,15,0.0
"Jajura town, Hadiya, SNNPR, Ethiopia",0.0,0.0,33,0.0
"Northern Highland with Mixed Cropping, Montepuez, Cabo Delgado, Mozambique",0.0,0.0,47,0.0
"Northern Highland with Mixed Cropping, Mulevala, Zambezia, Mozambique",0.0,0.0,44,0.0
"Northern Highland with Mixed Cropping, Namuno, Cabo Delgado, Mozambique",0.0,0.0,24,0.0
"Homosha, Asosa, Benishangul Gumuz, Ethiopia",0.0,0.0,40,0.0
"Bonga Town, Keffa, SNNPR, Ethiopia",0.0,0.0,48,0.0
"Bonga town, Keffa, South West Ethiopia, Ethiopia",0.0,0.0,48,0.0
"Boricha, Sidama, SNNPR, Ethiopia",0.0,0.0,48,0.0
"Boricha, Sidama, Sidama, Ethiopia",0.0,0.0,48,0.0
"Borimodaytu, Gabi, Afar, Ethiopia",0.0,0.0,48,0.0
"Bizet, East Tigray, Tigray, Ethiopia",0.0,0.0,48,0.0
"Bizet, Eastern, Tigray, Ethiopia",0.0,0.0,48,0.0
"Bodaley, Korahe, Somali, Ethiopia",0.0,0.0,48,0.0
"Humid Plateaus, Mwaro, Burundi",0.0,0.0,15,0.0
"Injibara Town, Awi, Amhara, Ethiopia",0.0,0.0,48,0.0
"Northern Oasis Cultivation with Camels and Natron, Batha-Ouest, Batha, Chad",0.0,0.0,48,0.0
"Northern Oasis Cultivation with Camels and Natron, Nord-Kanem, Kanem, Chad",0.0,0.0,29,0.0
"Higloley, Korahe, Somali, Ethiopia",0.0,0.0,48,0.0
"Hike Town, South Wollo, Amhara, Ethiopia",0.0,0.0,48,0.0
"Bona Zuria, Sidama, SNNPR, Ethiopia",0.0,0.0,48,0.0
"Bona Zuria, Sidama, Sidama, Ethiopia",0.0,0.0,48,0.0
"Berocano, Shebelle, Somali, Ethiopia",0.0,0.0,48,0.0
"Bibugn, East Gojam, Amhara, Ethiopia",0.0,0.0,48,0.0
"Northern Cassava, Maize, and Forest, Nampula, Nampula, Mozambique",0.0,0.0,48,0.0
"Northern Highland Forest and Tourism, Marrupa, Niassa, Mozambique",0.0,0.0,48,0.0
"Northern Highland Forest and Tourism, Mavago, Niassa, Mozambique",0.0,0.0,48,0.0
"Northern Highland Forest and Tourism, Mecula, Niassa, Mozambique",0.0,0.0,48,0.0
"Northern Highland Forest and Tourism, Montepuez, Cabo Delgado, Mozambique",0.0,0.0,47,0.0
"Northern Highland Forest and Tourism, Mueda, Cabo Delgado, Mozambique",0.0,0.0,25,0.0
"Southern Coastal Cassava, Coconut, and Fishing, Govuro, Inhambane, Mozambique",0.0,0.0,48,0.0
"Southern Coastal Cassava, Coconut, and Fishing, Homoine, Inhambane, Mozambique",0.0,0.0,48,0.0
"Southern Coastal Cassava, Coconut, and Fishing, Inharrime, Inhambane, Mozambique",0.0,0.0,48,0.0
"Southern Coastal Cassava, Coconut, and Fishing, Maxixe City, Inhambane, Mozambique",0.0,0.0,48,0.0
